iso_alpha3,year,labor_income_share_pct,working_poverty_rate,youth_unemployment_rate,youth_lfp_rate
PAK,2018,50.933,15.943,4.083,40.051
PAK,2019,52.053,16.267,4.83,39.991
PAK,2020,52.885,16.68,5.994,41.616
PAK,2021,52.025,15.18,6.338,43.766
PAK,2022,48.848,14.943,5.291,43.455
PAK,2023,50.629,15.702,5.237,43.445
PAK,2024,49.874,15.564,5.492,43.254
PAK,2025,49.828,15.096,5.42,43.176
PAN,2000,,11.841,6.188,50.134
PAN,2001,,15.727,6.293,49.442
PAN,2002,,12.662,6.302,48.748
PAN,2003,,12.337,6.303,49.414
PAN,2004,43.993,11.282,6.097,49.298
PAN,2005,42.212,10.432,5.967,49.049
PAN,2006,42.402,11.413,5.792,47.249
PAN,2007,40.555,9.011,5.665,47.185
PAN,2008,36.918,5.555,5.639,49.587
PAN,2009,36.597,3.743,5.857,49.976
PAN,2010,37.359,4.619,5.845,47.363
PAN,2011,35.717,3.231,4.03,43.841
PAN,2012,33.895,4.424,3.691,46.223
PAN,2013,31.399,3.212,3.674,46.544
PAN,2014,31.116,3.597,4.391,45.137
PAN,2015,31.747,2.333,4.335,43.25
PAN,2016,32.361,2.435,4.717,43.621
PAN,2017,32.099,1.967,5.338,43.713
PAN,2018,36.91,1.684,5.161,45.624
PAN,2019,39.24,1.092,6.256,46.305
PAN,2020,34.433,0.65,14.663,50.248
PAN,2021,37.136,1.148,10.177,40.567
PAN,2022,35.022,1.593,8.086,45.64
PAN,2023,34.533,1.598,6.544,42.673
PAN,2024,35.757,1.604,8.451,44.943
PAN,2025,35.592,1.486,8.36,45.005
PER,2000,,26.223,4.959,62.464
PER,2001,,27.785,5.068,58.986
PER,2002,,25.181,4.84,59.991
PER,2003,,21.292,4.15,60.99
PER,2004,46.095,24.574,4.71,61.982
PER,2005,46.006,26.187,4.87,62.966
PER,2006,45.211,25.353,4.17,66.024
PER,2007,44.865,20.524,4.08,67.814
PER,2008,46.413,17.842,4.03,68.485
PER,2009,46.209,16.023,3.96,68.641
PER,2010,45.063,13.157,3.6,69.115
PER,2011,42.965,12.146,3.477,67.718
PER,2012,44.52,11.191,3.238,67.248
PER,2013,44.619,10.121,3.575,65.79
PER,2014,46.158,9.389,3.208,64.136
PER,2015,46.578,9.348,3.272,60.659
PER,2016,45.562,8.774,3.741,60.544
PER,2017,45.584,8.592,3.691,62.191
PER,2018,45.731,7.136,3.492,62.054
PER,2019,47.342,6.366,3.379,62.216
PER,2020,45.15,12.108,7.179,55.937
PER,2021,40.695,6.096,5.097,57.792
PER,2022,41.823,5.686,4.291,59.253
PER,2023,43.076,6.905,4.899,56.197
PER,2024,42.681,6.614,5.199,55.34
PER,2025,43.619,6.287,5.117,55.234
PHL,2000,,17.526,3.77,43.625
PHL,2001,,16.951,3.698,43.54
PHL,2002,,16.257,3.616,43.368
PHL,2003,,15.259,3.527,43.051
PHL,2004,44.491,15.6,3.554,43.768
PHL,2005,45.027,16.242,3.795,43.383
PHL,2006,45.694,16.684,4.052,42.76
PHL,2007,43.334,14.563,3.434,41.973
PHL,2008,42.197,13.171,3.72,41.472
PHL,2009,44.396,12.68,3.858,41.843
PHL,2010,44.099,12.759,3.605,41.432
PHL,2011,44.684,13.898,3.592,43.141
PHL,2012,44.028,13.907,3.504,42.626
PHL,2013,42.392,12.081,3.497,41.83
PHL,2014,42.143,10.419,3.6,42.556
PHL,2015,41.33,8.592,3.068,40.461
PHL,2016,42.63,6.912,2.695,39.973
PHL,2017,42.571,5.239,2.552,37.103
PHL,2018,42.959,3.739,2.338,35.7
PHL,2019,42.762,3.068,2.237,34.753
PHL,2020,43.608,6.338,2.522,30.127
PHL,2021,45.898,5.649,3.398,31.171
PHL,2022,45.968,4.003,2.598,32.539
PHL,2023,44.655,2.358,2.2,32.261
PHL,2024,45.598,1.349,2.202,31.977
PHL,2025,45.646,0.468,2.235,31.695
PNG,2000,,58.143,2.92,38.038
PNG,2001,,58.435,2.801,38.408
PNG,2002,,58.601,2.756,38.779
PNG,2003,,58.136,2.628,38.903
PNG,2004,39.452,57.117,2.526,38.965
PNG,2005,35.718,54.609,2.385,38.655
PNG,2006,32.636,52.561,2.285,38.434
PNG,2007,32.096,50.166,2.169,37.973
PNG,2008,33.814,49.849,2.168,38.33
PNG,2009,32.283,47.814,2.089,37.959
PNG,2010,31.532,44.361,2.002,37.267
PNG,2011,33.443,45.489,2.62,36.876
PNG,2012,32.67,44.361,2.634,36.118
PNG,2013,32.834,43.933,2.698,35.437
PNG,2014,30.71,40.529,2.54,33.887
PNG,2015,32.164,39.492,2.507,32.967
PNG,2016,32.364,38.522,2.478,32.148
PNG,2017,32.75,37.941,2.58,31.502
PNG,2018,33.546,39.074,2.65,31.187
PNG,2019,32.507,38.305,2.651,30.45
PNG,2020,32.616,40.176,2.903,29.619
PNG,2021,31.891,40.73,3.03,29.148
PNG,2022,32.388,39.767,2.689,28.647
PNG,2023,32.787,39.489,2.649,28.546
PNG,2024,32.785,38.615,2.625,28.418
PNG,2025,32.566,37.18,2.571,28.198
POL,2000,,,14.928,37.015
POL,2001,,,18.435,37.637
POL,2002,,,20.211,35.843
POL,2003,,,19.899,34.576
POL,2004,51.444,,18.822,33.7
POL,2005,50.811,,17.592,33.366
POL,2006,51.029,,13.794,34.309
POL,2007,51.629,,9.551,33.218
POL,2008,53.26,,7.069,33.257
POL,2009,50.991,,8.131,33.954
POL,2010,51.019,,9.578,34.753
POL,2011,49.067,,9.576,33.74
POL,2012,49.701,,10.031,33.662
POL,2013,49.604,,10.293,33.269
POL,2014,50.025,,8.971,33.855
POL,2015,49.549,,7.475,32.886
POL,2016,52.283,,6.141,34.608
POL,2017,50.46,,4.867,34.938
POL,2018,51.372,,3.835,35.133
POL,2019,51.972,,3.267,35.239
POL,2020,51.933,,3.155,31.867
POL,2021,48.743,,3.268,31.061
POL,2022,46.982,,2.811,31.163
POL,2023,47.471,,2.743,32.205
POL,2024,47.825,,2.807,31.961
POL,2025,49.592,,2.976,32.03
PRI,2000,,,10.08,32.759
PRI,2001,,,11.4,33.19
PRI,2002,,,11.94,33.623
PRI,2003,,,11.78,34.987
PRI,2004,58.403,,10.31,34.645
PRI,2005,59.302,,11.35,36.242
PRI,2006,59.204,,11.01,32.47
PRI,2007,59.162,,10.93,28.872
PRI,2008,59.286,,11.48,27.936
PRI,2009,59.307,,15.0,25.241
PRI,2010,59.0,,16.1,22.726
PRI,2011,59.0,,15.7,22.268
PRI,2012,58.928,,14.5,22.224
PRI,2013,58.97,,14.3,22.198
PRI,2014,59.121,,13.9,22.192
PRI,2015,59.069,,12.0,22.183
PRI,2016,59.141,,11.8,22.181
PRI,2017,59.494,,10.8,22.24
PRI,2018,59.808,,9.2,22.3
PRI,2019,58.815,,8.3,22.261
PRI,2020,60.018,,8.89,21.102
PRI,2021,58.501,,7.9,21.402
PRI,2022,58.117,,6.0,21.802
PRI,2023,58.688,,5.725,21.802
PRI,2024,58.063,,5.639,21.706
PRI,2025,58.997,,5.991,21.679
PRK,2000,,,3.653,78.409
PRK,2001,,,3.676,78.237
PRK,2002,,,3.644,78.203
PRK,2003,,,3.668,78.137
PRK,2004,38.792,,3.62,78.06
PRK,2005,38.39,,3.576,77.879
PRK,2006,39.53,,3.55,77.974
PRK,2007,39.57,,3.547,78.075
PRK,2008,38.55,,3.48,77.924
PRK,2009,39.505,,3.48,78.008
PRK,2010,39.401,,3.419,78.065
PRK,2011,39.1,,3.516,78.048
PRK,2012,38.977,,3.542,78.003
PRK,2013,39.031,,3.567,77.973
PRK,2014,39.035,,3.509,77.945
PRK,2015,39.552,,3.523,78.047
PRK,2016,38.352,,3.574,77.852
PRK,2017,40.097,,3.498,78.095
PRK,2018,40.252,,3.409,78.374
PRK,2019,39.176,,3.439,78.383
PRK,2020,39.152,,3.624,76.899
PRK,2021,38.427,,3.692,77.269
PRK,2022,38.797,,3.457,78.51
PRK,2023,37.906,,3.463,78.464
PRK,2024,38.61,,3.539,78.466
PRK,2025,38.554,,3.545,78.492
PRT,2000,,,3.806,44.822
PRT,2001,,,3.829,46.59
PRT,2002,,,4.497,47.15
PRT,2003,,,6.132,44.881
PRT,2004,64.546,,6.319,42.656
PRT,2005,64.61,,7.582,42.118
PRT,2006,62.472,,7.649,41.653
PRT,2007,61.764,,7.965,41.329
PRT,2008,62.149,,7.553,40.892
PRT,2009,63.079,,9.432,38.696
PRT,2010,61.744,,10.771,36.119
PRT,2011,59.378,,12.715,38.124
PRT,2012,58.447,,15.509,36.943
PRT,2013,57.16,,16.237,34.967
PRT,2014,55.827,,13.88,34.427
PRT,2015,53.842,,12.405,33.639
PRT,2016,53.087,,11.058,33.334
PRT,2017,54.045,,8.878,34.061
PRT,2018,53.744,,6.966,34.256
PRT,2019,54.437,,6.422,34.273
PRT,2020,57.967,,6.85,30.444
PRT,2021,57.383,,6.712,30.057
PRT,2022,55.388,,6.138,31.382
PRT,2023,55.101,,6.498,35.396
PRT,2024,56.902,,6.5,34.735
PRT,2025,57.587,,6.164,34.732
PRY,2000,,9.745,7.61,62.3
PRY,2001,,6.493,6.206,62.398
PRY,2002,,14.167,9.393,62.455
PRY,2003,,9.164,6.814,57.651
PRY,2004,53.029,6.743,6.513,61.477
PRY,2005,49.775,6.051,4.825,58.783
PRY,2006,49.611,9.35,5.277,58.97
PRY,2007,49.291,8.072,4.713,57.285
PRY,2008,42.791,4.09,4.415,58.585
PRY,2009,47.071,5.225,5.46,62.65
PRY,2010,45.151,5.267,4.569,56.992
PRY,2011,43.822,5.992,4.67,56.829
PRY,2012,47.16,4.364,4.085,59.001
PRY,2013,46.474,0.918,4.385,58.004
PRY,2014,47.281,0.951,5.034,56.058
PRY,2015,47.513,0.928,4.556,54.053
PRY,2016,45.254,0.965,5.255,57.661
PRY,2017,45.548,0.1,6.138,58.414
PRY,2018,45.906,0.068,6.217,58.544
PRY,2019,46.145,0.1,6.595,59.273
PRY,2020,45.674,0.1,7.548,56.123
PRY,2021,43.978,0.1,7.311,59.406
PRY,2022,43.835,0.335,6.755,55.911
PRY,2023,45.184,0.1,5.794,57.125
PRY,2024,45.579,0.1,5.686,56.317
PRY,2025,45.237,0.1,4.803,56.342
PSE,2000,,0.1,10.625,27.631
PSE,2001,,0.1,21.493,23.992
PSE,2002,,0.47,27.465,21.758
PSE,2003,,0.176,23.004,23.969
PSE,2004,42.724,0.1,23.215,22.993
PSE,2005,43.32,0.1,20.016,23.21
PSE,2006,44.064,0.1,19.014,23.514
PSE,2007,43.778,0.578,18.282,24.746
PSE,2008,43.424,0.1,22.913,25.182
PSE,2009,43.319,0.1,20.452,24.952
PSE,2010,43.47,0.1,21.416,24.88
PSE,2011,43.291,0.1,17.597,26.846
PSE,2012,43.502,0.1,19.202,27.948
PSE,2013,43.56,0.1,19.894,27.7
PSE,2014,43.862,0.1,20.526,28.022
PSE,2015,43.61,0.1,23.005,30.884
PSE,2016,42.467,0.1,23.939,30.978
PSE,2017,44.497,0.1,25.677,31.445
PSE,2018,45.443,0.1,26.256,30.505
PSE,2019,44.896,0.1,25.34,30.268
PSE,2020,46.659,0.1,25.895,26.226
PSE,2021,44.311,0.1,26.39,28.839
PSE,2022,42.667,0.1,24.42,30.809
PYF,2000,,,11.583,40.9
PYF,2001,,,11.665,40.438
PYF,2002,,,11.71,39.982
PYF,2003,,,11.751,39.338
PYF,2004,51.865,,11.702,38.72
PYF,2005,51.975,,11.722,38.099
PYF,2006,51.842,,11.768,37.463
PYF,2007,51.662,,11.74,36.819
PYF,2008,51.986,,11.76,37.475
PYF,2009,52.808,,11.963,38.143
PYF,2010,52.457,,12.133,38.818
PYF,2011,52.55,,12.257,39.5
PYF,2012,52.149,,12.134,40.19
PYF,2013,51.888,,12.027,40.214
PYF,2014,51.85,,11.894,40.22
PYF,2015,51.614,,11.794,40.106
PYF,2016,51.519,,11.727,39.91
PYF,2017,51.132,,11.595,39.51
PYF,2018,51.608,,11.599,39.351
PYF,2019,51.45,,11.591,39.083
PYF,2020,54.052,,12.963,38.346
PYF,2021,51.288,,12.558,38.508
PYF,2022,51.004,,11.793,38.495
PYF,2023,51.344,,11.613,38.081
PYF,2024,51.548,,11.613,37.674
PYF,2025,51.48,,11.662,37.675
QAT,2000,,,0.87,64.815
QAT,2001,,,0.87,64.872
QAT,2002,,,0.87,64.594
QAT,2003,,,0.87,64.221
QAT,2004,19.922,,0.87,63.011
QAT,2005,17.155,,0.87,63.705
QAT,2006,18.304,,0.87,66.477
QAT,2007,17.877,,0.52,69.079
QAT,2008,15.551,,0.31,70.652
QAT,2009,22.561,,0.31,70.842
QAT,2010,19.242,,0.45,69.617
QAT,2011,14.949,,0.56,69.181
QAT,2012,16.033,,0.48,69.548
QAT,2013,17.581,,0.28,69.811
QAT,2014,18.439,,0.2,70.324
QAT,2015,27.219,,0.17,70.96
QAT,2016,30.012,,0.15,70.864
QAT,2017,28.424,,0.14,70.391
QAT,2018,25.752,,0.11,69.55
QAT,2019,28.09,,0.1,68.245
QAT,2020,29.425,,0.14,66.354
QAT,2021,27.713,,0.14,58.333
QAT,2022,27.573,,0.13,60.827
QAT,2023,27.948,,0.13,59.605
QAT,2024,27.829,,0.13,59.643
QAT,2025,27.757,,0.13,59.697
ROU,2000,,,6.969,32.0
ROU,2001,,,6.561,31.187
ROU,2002,,,8.112,30.315
ROU,2003,,,6.95,29.974
ROU,2004,42.794,,7.719,28.86
ROU,2005,45.634,,7.174,28.352
ROU,2006,44.377,,7.27,27.587
ROU,2007,39.001,,6.413,26.87
ROU,2008,41.272,,5.787,26.05
ROU,2009,39.305,,6.859,24.091
ROU,2010,39.517,,6.959,26.693
ROU,2011,36.801,,7.177,26.686
ROU,2012,36.515,,6.794,26.289
ROU,2013,37.529,,7.096,25.842
ROU,2014,38.095,,6.802,25.343
ROU,2015,37.805,,6.812,26.801
ROU,2016,41.863,,5.901,24.153
ROU,2017,42.257,,4.927,25.982
ROU,2018,42.103,,4.187,25.647
ROU,2019,42.358,,3.912,25.92
ROU,2020,44.234,,5.035,26.071
ROU,2021,40.8,,5.59,26.785
ROU,2022,40.509,,5.614,25.431
ROU,2023,41.151,,5.589,23.876
ROU,2024,44.592,,5.4,25.214
ROU,2025,44.549,,5.992,25.232
RUS,2000,,2.732,10.581,43.634
RUS,2001,,1.155,8.978,40.827
RUS,2002,,0.274,7.875,40.504
RUS,2003,,0.346,8.21,39.167
RUS,2004,49.751,0.129,7.763,39.365
RUS,2005,47.351,0.01,7.124,39.194
RUS,2006,48.122,0.01,7.055,38.887
RUS,2007,49.668,0.01,6.002,39.404
RUS,2008,51.148,0.01,6.205,41.837
RUS,2009,56.812,0.01,8.301,42.102
RUS,2010,53.595,0.01,7.407,41.391
RUS,2011,47.487,0.01,6.571,41.584
RUS,2012,47.824,0.01,5.484,39.745
RUS,2013,50.226,0.01,5.513,40.118
RUS,2014,51.177,0.01,5.212,38.921
RUS,2015,50.841,0.01,5.615,38.099
RUS,2016,52.058,0.01,5.591,37.761
RUS,2017,51.871,0.01,5.238,35.489
RUS,2018,48.641,0.01,4.871,34.302
RUS,2019,47.94,0.01,4.513,33.27
RUS,2020,51.146,0.01,5.62,32.288
RUS,2021,48.261,0.01,4.749,31.706
RUS,2022,48.711,0.01,3.867,29.156
RUS,2023,47.574,0.01,3.076,29.171
RUS,2024,47.524,0.01,2.43,29.34
RUS,2025,48.307,0.01,2.133,28.996
RWA,2000,,77.584,11.699,52.665
RWA,2001,,75.551,11.732,50.745
RWA,2002,,72.442,11.432,49.294
RWA,2003,,72.597,11.658,48.362
RWA,2004,35.865,71.413,11.699,47.747
RWA,2005,35.509,69.436,11.842,47.344
RWA,2006,35.537,67.824,11.586,47.117
RWA,2007,35.833,67.115,11.58,46.986
RWA,2008,35.182,66.17,11.517,46.853
RWA,2009,36.3,65.396,11.625,46.631
RWA,2010,36.312,64.475,11.637,46.299
RWA,2011,36.408,63.357,11.756,45.904
RWA,2012,36.495,61.075,11.671,45.497
RWA,2013,37.433,59.811,11.768,45.104
RWA,2014,37.382,58.495,11.837,44.717
RWA,2015,37.211,57.071,11.831,44.304
RWA,2016,38.068,56.771,11.788,43.837
RWA,2017,38.76,56.96,11.875,43.31
RWA,2018,38.249,54.827,10.759,42.619
RWA,2019,38.397,52.07,11.236,41.849
RWA,2020,39.504,54.464,11.829,47.76
RWA,2021,37.708,50.64,15.775,38.706
RWA,2022,38.727,48.59,15.084,39.893
RWA,2023,39.17,46.24,12.352,45.313
RWA,2024,39.356,44.624,11.331,48.702
RWA,2025,39.766,42.301,11.363,48.965
SAU,2000,,,4.57,20.354
SAU,2001,,,4.618,20.265
SAU,2002,,,5.265,20.59
SAU,2003,,,5.563,20.932
SAU,2004,30.321,,5.822,21.203
SAU,2005,26.61,,6.051,21.41
SAU,2006,25.427,,6.254,21.558
SAU,2007,24.228,,5.734,19.914
SAU,2008,20.548,,5.085,19.216
SAU,2009,28.741,,5.377,17.756
SAU,2010,24.205,,5.55,18.951
SAU,2011,20.58,,5.77,20.174
SAU,2012,20.317,,5.622,19.996
SAU,2013,20.38,,5.6,20.279
SAU,2014,21.371,,5.877,20.218
SAU,2015,28.694,,5.6,18.607
SAU,2016,30.094,,5.6,19.795
SAU,2017,30.868,,5.89,17.614
SAU,2018,30.287,,6.029,19.297
SAU,2019,30.854,,5.636,20.266
SAU,2020,32.247,,7.66,24.156
SAU,2021,30.948,,6.621,25.816
SAU,2022,28.024,,5.589,28.31
SAU,2023,31.154,,4.008,30.461
SAU,2024,30.778,,3.518,31.2
SAU,2025,30.227,,3.038,31.48
SDN,2000,,12.81,15.595,35.209
SDN,2001,,12.098,15.56,35.123
SDN,2002,,11.525,15.514,35.036
SDN,2003,,10.707,15.515,34.926
SDN,2004,36.565,9.996,15.538,34.807
SDN,2005,36.533,9.501,15.545,34.7
SDN,2006,36.477,8.648,15.542,34.595
SDN,2007,36.514,8.191,15.534,34.5
SDN,2008,36.632,8.075,15.566,34.454
SDN,2009,37.058,9.29,13.0,32.936
SDN,2010,36.646,8.609,15.168,31.425
SDN,2011,37.096,7.057,17.44,29.927
SDN,2012,37.968,7.89,16.973,29.901
SDN,2013,36.779,7.471,16.273,29.742
SDN,2014,36.6,6.649,15.41,29.348
SDN,2015,36.772,6.83,14.39,28.797
SDN,2016,36.667,6.787,13.656,28.267
SDN,2017,36.836,7.112,13.0,27.554
SDN,2018,37.042,8.362,12.347,26.873
SDN,2019,36.998,9.686,11.697,26.47
SDN,2020,38.144,10.984,11.995,26.252
SDN,2021,36.676,12.272,11.087,26.441
SDN,2022,36.307,13.458,7.53,26.533
SEN,2000,,65.979,2.638,40.33
SEN,2001,,65.13,2.674,39.998
SEN,2002,,64.719,2.82,39.545
SEN,2003,,62.171,2.781,39.126
SEN,2004,33.665,58.445,2.775,38.88
SEN,2005,36.289,56.283,2.679,38.663
SEN,2006,35.945,54.831,2.755,38.478
SEN,2007,37.176,54.565,2.8,37.243
SEN,2008,36.767,54.051,2.816,36.024
SEN,2009,38.143,54.101,2.807,34.824
SEN,2010,36.592,53.953,2.795,33.642
SEN,2011,38.497,54.407,2.853,32.48
SEN,2012,39.462,52.584,3.896,31.339
SEN,2013,39.91,54.013,5.012,30.219
SEN,2014,40.018,47.506,5.849,29.123
SEN,2015,39.163,40.796,6.757,28.05
SEN,2016,41.725,35.972,4.455,33.876
SEN,2017,43.993,28.845,4.078,26.258
SEN,2018,43.826,24.094,3.453,28.278
SEN,2019,42.898,22.174,2.863,30.399
SEN,2020,43.729,22.695,3.432,30.768
SEN,2021,45.711,21.219,3.436,31.536
SEN,2022,43.735,20.962,2.837,31.85
SEN,2023,43.819,20.268,2.784,31.686
SEN,2024,42.279,19.241,2.788,31.55
SEN,2025,42.488,17.218,2.735,31.59
SGP,2000,,,3.7,43.359
SGP,2001,,,3.76,42.611
SGP,2002,,,5.65,38.919
SGP,2003,,,5.93,39.471
SGP,2004,46.222,,5.84,39.104
SGP,2005,45.648,,5.59,39.002
SGP,2006,45.421,,4.48,38.9
SGP,2007,45.246,,3.9,36.656
SGP,2008,47.553,,3.96,37.162
SGP,2009,47.567,,5.86,35.664
SGP,2010,44.898,,4.12,39.218
SGP,2011,45.271,,3.89,36.721
SGP,2012,46.502,,3.72,37.845
SGP,2013,47.591,,3.86,36.255
SGP,2014,48.916,,3.74,37.678
SGP,2015,48.803,,3.79,40.618
SGP,2016,48.479,,4.08,39.463
SGP,2017,46.467,,4.2,38.294
SGP,2018,45.055,,3.613,38.15
SGP,2019,46.235,,3.1,38.253
SGP,2020,49.336,,4.1,36.085
SGP,2021,43.269,,4.64,41.293
SGP,2022,39.889,,3.591,37.841
SGP,2023,43.511,,3.444,36.499
SGP,2024,42.784,,2.737,33.146
SGP,2025,43.218,,2.818,33.128
SLB,2000,,61.907,2.446,72.576
SLB,2001,,64.894,2.642,73.484
SLB,2002,,65.905,2.698,73.899
SLB,2003,,65.023,2.286,73.514
SLB,2004,46.491,63.327,2.026,73.027
SLB,2005,46.548,61.715,1.879,72.557
SLB,2006,47.166,59.891,1.916,72.354
SLB,2007,47.256,57.867,1.978,72.19
SLB,2008,46.742,53.777,1.998,71.797
SLB,2009,47.39,51.709,2.02,71.704
SLB,2010,46.044,46.002,1.617,71.107
SLB,2011,46.474,42.949,1.292,70.778
SLB,2012,47.435,41.208,0.984,70.889
SLB,2013,46.887,38.986,0.694,70.752
SLB,2014,47.67,40.167,0.73,70.978
SLB,2015,47.572,40.869,0.736,71.157
SLB,2016,46.807,40.174,0.736,70.986
SLB,2017,47.283,40.301,0.727,71.028
SLB,2018,47.337,40.578,0.722,71.09
SLB,2019,47.522,40.931,0.746,71.175
SLB,2020,47.721,43.807,0.868,70.496
SLB,2021,46.788,43.672,0.879,70.678
SLB,2022,47.033,43.681,1.475,71.033
SLB,2023,46.966,43.522,1.443,70.93
SLB,2024,46.985,43.374,1.444,70.84
SLB,2025,46.935,43.333,1.431,70.832
SLE,2000,,77.978,4.137,39.208
SLE,2001,,81.806,4.235,39.291
SLE,2002,,76.556,3.909,39.306
SLE,2003,,74.561,3.879,39.3
SLE,2004,37.548,72.958,3.42,42.319
SLE,2005,37.685,71.373,3.734,40.87
SLE,2006,37.587,69.3,3.89,39.437
SLE,2007,37.534,64.895,4.022,38.023
SLE,2008,37.441,62.04,4.132,36.628
SLE,2009,37.62,60.824,4.268,35.257
SLE,2010,36.967,57.447,4.34,33.91
SLE,2011,36.694,54.459,4.388,32.588
SLE,2012,36.277,42.122,4.378,31.293
SLE,2013,35.625,38.377,4.376,30.026
SLE,2014,38.192,36.371,4.678,28.788
SLE,2015,37.817,48.136,4.483,29.597
SLE,2016,36.519,44.402,4.182,30.422
SLE,2017,36.9,43.345,3.656,31.263
SLE,2018,36.923,42.182,3.192,32.119
SLE,2019,36.6,40.694,3.204,31.557
SLE,2020,36.188,42.794,3.509,31.257
SLE,2021,35.402,41.09,3.551,31.394
SLE,2022,36.869,39.771,3.137,31.224
SLE,2023,36.753,38.079,3.092,31.11
SLE,2024,36.879,36.901,3.103,30.992
SLE,2025,36.842,35.468,3.15,30.94
SLV,2000,,14.241,6.96,48.158
SLV,2001,,15.093,6.96,46.91
SLV,2002,,15.227,6.2,45.663
SLV,2003,,15.879,6.9,48.701
SLV,2004,51.972,12.36,6.8,46.878
SLV,2005,51.605,12.546,7.22,47.362
SLV,2006,51.033,9.257,6.57,47.87
SLV,2007,51.727,6.433,6.41,47.1
SLV,2008,51.663,9.343,5.88,45.971
SLV,2009,52.816,9.236,7.33,44.798
SLV,2010,51.669,8.307,4.893,43.583
SLV,2011,50.842,7.262,4.297,43.469
SLV,2012,50.0,6.445,3.843,44.012
SLV,2013,50.827,4.903,3.693,43.436
SLV,2014,49.444,4.629,4.154,42.672
SLV,2015,52.272,3.3,3.998,41.968
SLV,2016,51.555,3.7,4.418,42.679
SLV,2017,51.553,2.712,4.385,43.113
SLV,2018,52.406,2.276,4.006,42.712
SLV,2019,52.852,1.451,4.17,43.935
SLV,2020,54.702,3.073,5.008,40.816
SLV,2021,51.21,3.107,4.327,43.275
SLV,2022,51.598,3.226,2.999,43.674
SLV,2023,51.178,2.813,2.992,42.634
SLV,2024,50.736,2.599,3.261,42.731
SLV,2025,50.748,2.502,3.303,42.744
SOM,2000,,92.646,18.678,16.21
SOM,2001,,92.421,18.665,16.297
SOM,2002,,92.134,18.658,16.388
SOM,2003,,91.806,18.648,16.495
SOM,2004,37.187,91.439,18.653,16.654
SOM,2005,37.19,90.998,18.671,16.92
SOM,2006,37.288,90.494,18.705,17.279
SOM,2007,37.282,89.955,18.687,17.549
SOM,2008,37.284,89.442,18.714,17.585
SOM,2009,37.287,88.899,18.724,17.497
SOM,2010,37.291,88.314,18.741,17.372
SOM,2011,37.294,87.671,18.761,17.015
SOM,2012,37.303,86.98,18.771,16.659
SOM,2013,36.667,87.206,18.655,16.545
SOM,2014,36.973,86.066,18.595,16.468
SOM,2015,36.753,82.788,18.495,16.391
SOM,2016,37.274,80.949,18.611,16.317
SOM,2017,36.111,81.029,18.455,16.201
SOM,2018,38.023,79.358,18.7,16.071
SOM,2019,37.905,77.553,18.828,15.966
SOM,2020,39.097,78.109,19.414,15.816
SOM,2021,36.898,78.148,19.662,15.886
SOM,2022,37.609,78.218,19.112,15.894
SOM,2023,37.346,78.176,18.96,15.869
SOM,2024,37.364,78.173,18.949,15.855
SOM,2025,37.553,78.198,18.948,15.837
SRB,2000,,0.555,12.6,42.726
SRB,2001,,0.443,12.8,41.479
SRB,2002,,0.326,13.8,40.358
SRB,2003,,0.62,15.2,39.571
SRB,2004,60.008,0.819,18.5,38.501
SRB,2005,57.83,1.062,20.85,37.587
SRB,2006,56.318,0.48,20.85,36.978
SRB,2007,56.19,0.281,18.06,32.974
SRB,2008,54.983,0.07,13.67,32.309
SRB,2009,53.078,0.138,16.116,28.694
SRB,2010,47.558,0.1,19.204,27.946
SRB,2011,45.679,0.1,22.959,28.074
SRB,2012,47.517,0.099,24.0,29.224
SRB,2013,45.364,0.1,22.154,28.385
SRB,2014,45.272,0.103,19.223,28.27
SRB,2015,45.93,0.1,17.66,29.036
SRB,2016,46.768,0.101,15.257,30.119
SRB,2017,45.913,0.102,13.477,30.455
SRB,2018,44.98,0.1,12.733,29.81
SRB,2019,50.06,0.1,10.395,29.433
SRB,2020,54.877,0.09,9.011,28.078
SRB,2021,51.189,0.076,9.843,32.829
SRB,2022,54.437,0.066,8.439,31.553
SRB,2023,53.224,0.057,8.268,31.397
SRB,2024,53.208,0.05,7.24,32.07
SRB,2025,53.642,0.044,7.123,32.095
SSD,2000,,,12.309,66.971
SSD,2001,,,12.278,67.022
SSD,2002,,,12.235,67.31
SSD,2003,,,12.234,67.588
SSD,2004,38.041,,12.256,67.391
SSD,2005,38.015,,12.266,66.79
SSD,2006,37.964,,12.268,66.086
SSD,2007,37.985,,12.266,65.321
SSD,2008,38.055,,12.298,64.589
SSD,2009,38.371,,12.438,63.987
SSD,2010,38.051,,12.473,63.087
SSD,2011,38.392,,12.585,62.181
SSD,2012,39.139,,12.803,61.811
SSD,2013,37.741,,12.665,61.726
SSD,2014,38.161,,12.561,62.626
SSD,2015,38.795,,12.464,63.541
SSD,2016,38.896,,12.854,64.509
SSD,2017,38.49,,12.983,66.37
SSD,2018,38.243,,12.853,66.17
SSD,2019,38.023,,12.656,64.228
SSD,2020,38.3,,14.246,63.618
SSD,2021,36.978,,13.95,63.712
SSD,2022,38.066,,12.475,63.139
SSD,2023,37.567,,12.374,62.744
STP,2000,,,14.4,24.624
STP,2001,,,15.73,24.228
STP,2002,,,17.63,24.083
STP,2003,,,16.36,23.933
STP,2004,44.081,,16.12,23.819
STP,2005,43.304,,16.47,23.739
STP,2006,42.733,,16.65,23.697
