iso_alpha3,year,labor_income_share_pct,working_poverty_rate,youth_unemployment_rate,youth_lfp_rate
DZA,2022,28.284,0.1,12.382,24.921
DZA,2023,30.212,0.1,11.645,24.689
DZA,2024,30.373,0.1,11.655,24.481
DZA,2025,30.511,0.1,11.633,24.461
ECU,2000,,29.993,4.8,51.824
ECU,2001,,24.262,4.252,52.125
ECU,2002,,18.288,4.825,52.427
ECU,2003,,16.333,5.662,52.728
ECU,2004,48.711,17.09,5.002,54.024
ECU,2005,48.892,13.512,3.779,52.474
ECU,2006,49.489,9.716,3.55,54.333
ECU,2007,49.887,9.726,3.142,50.896
ECU,2008,48.343,8.726,3.917,50.775
ECU,2009,53.804,8.293,4.608,47.653
ECU,2010,52.33,6.946,4.088,44.687
ECU,2011,53.341,5.916,3.458,41.745
ECU,2012,55.477,5.6,3.235,43.004
ECU,2013,56.338,4.295,3.083,41.1
ECU,2014,56.334,3.149,3.48,40.134
ECU,2015,57.494,4.635,3.616,42.765
ECU,2016,57.612,5.025,4.597,44.796
ECU,2017,57.556,4.541,3.836,45.226
ECU,2018,58.493,4.886,3.53,43.978
ECU,2019,60.636,4.907,3.812,43.935
ECU,2020,60.383,7.816,6.116,39.718
ECU,2021,57.696,5.44,4.504,45.958
ECU,2022,57.909,4.74,3.713,45.845
ECU,2023,57.36,4.788,3.51,43.352
ECU,2024,58.278,4.873,3.453,44.683
ECU,2025,57.409,4.885,3.308,44.719
EGY,2000,,0.1,8.98,31.248
EGY,2001,,0.549,9.26,28.423
EGY,2002,,1.346,10.01,30.21
EGY,2003,,2.183,10.91,31.137
EGY,2004,37.351,2.843,10.32,32.071
EGY,2005,35.58,2.863,11.049,33.015
EGY,2006,34.94,2.764,10.49,33.966
EGY,2007,35.082,2.869,8.8,33.739
EGY,2008,33.611,2.778,8.517,35.567
EGY,2009,33.53,1.715,9.087,35.427
EGY,2010,33.828,1.314,8.757,34.773
EGY,2011,36.215,0.896,11.849,33.512
EGY,2012,34.801,0.694,12.597,33.6
EGY,2013,38.749,0.736,13.154,34.51
EGY,2014,40.6,0.78,13.105,33.849
EGY,2015,40.225,0.511,13.052,32.169
EGY,2016,40.493,1.146,12.45,31.476
EGY,2017,40.964,1.696,11.767,29.103
EGY,2018,40.479,1.805,9.855,24.492
EGY,2019,40.618,1.191,7.851,22.809
EGY,2020,41.697,0.817,7.974,22.765
EGY,2021,40.577,0.674,7.441,24.105
EGY,2022,38.16,0.46,6.546,22.593
EGY,2023,38.617,0.434,6.753,23.516
EGY,2024,39.363,0.387,6.817,23.372
EGY,2025,38.242,0.35,6.781,23.14
ERI,2000,,,5.656,74.454
ERI,2001,,,5.74,74.135
ERI,2002,,,5.794,73.493
ERI,2003,,,5.79,72.553
ERI,2004,36.569,,5.704,71.694
ERI,2005,36.494,,5.721,71.62
ERI,2006,36.683,,5.707,71.872
ERI,2007,36.536,,5.719,72.095
ERI,2008,37.16,,5.683,71.735
ERI,2009,36.387,,5.757,71.36
ERI,2010,36.475,,5.854,71.151
ERI,2011,36.102,,5.801,70.818
ERI,2012,36.478,,5.692,70.553
ERI,2013,37.173,,5.624,70.351
ERI,2014,34.83,,5.637,70.4
ERI,2015,37.732,,5.751,70.552
ERI,2016,36.15,,5.772,70.52
ERI,2017,37.131,,5.804,70.299
ERI,2018,35.83,,5.756,69.746
ERI,2019,36.343,,5.812,69.036
ERI,2020,37.757,,6.375,68.108
ERI,2021,35.363,,6.489,68.459
ERI,2022,35.935,,6.033,68.778
ERI,2023,35.921,,5.909,68.661
ERI,2024,35.91,,5.947,68.557
ERI,2025,35.892,,5.978,68.495
ESH,2000,,,8.395,34.524
ESH,2001,,,8.775,34.685
ESH,2002,,,8.964,34.827
ESH,2003,,,8.544,34.97
ESH,2004,43.194,,8.047,35.126
ESH,2005,43.354,,7.772,35.294
ESH,2006,43.302,,7.397,35.47
ESH,2007,43.338,,7.257,35.637
ESH,2008,43.651,,7.332,35.785
ESH,2009,44.288,,7.131,35.926
ESH,2010,43.54,,7.247,36.051
ESH,2011,43.786,,7.482,36.169
ESH,2012,43.796,,7.776,36.277
ESH,2013,43.98,,7.785,36.375
ESH,2014,43.942,,7.864,36.432
ESH,2015,44.314,,8.321,36.457
ESH,2016,44.206,,8.505,36.467
ESH,2017,44.172,,8.895,36.467
ESH,2018,44.201,,8.836,36.459
ESH,2019,44.27,,8.732,36.449
ESH,2020,45.385,,9.725,34.682
ESH,2021,43.846,,9.495,34.997
ESH,2022,43.604,,8.821,36.398
ESH,2023,43.839,,8.664,36.285
ESH,2024,43.897,,9.221,36.201
ESH,2025,43.816,,9.17,36.167
ESP,2000,,,13.785,43.17
ESP,2001,,,10.348,42.451
ESP,2002,,,11.146,43.673
ESP,2003,,,11.283,44.392
ESP,2004,62.313,,11.09,44.925
ESP,2005,61.867,,9.146,47.934
ESP,2006,61.815,,8.452,48.413
ESP,2007,62.106,,8.232,47.896
ESP,2008,64.709,,11.254,47.738
ESP,2009,64.565,,17.857,45.106
ESP,2010,63.938,,19.86,42.753
ESP,2011,62.499,,21.39,40.908
ESP,2012,61.131,,24.789,38.965
ESP,2013,58.378,,26.094,37.858
ESP,2014,58.509,,24.441,35.895
ESP,2015,59.367,,22.057,34.721
ESP,2016,57.888,,19.635,33.1
ESP,2017,56.884,,17.224,33.355
ESP,2018,56.991,,15.255,33.011
ESP,2019,59.749,,14.104,33.009
ESP,2020,62.579,,15.532,29.958
ESP,2021,59.82,,14.914,31.524
ESP,2022,58.246,,13.033,32.573
ESP,2023,58.432,,12.179,33.088
ESP,2024,58.935,,11.4,33.825
ESP,2025,59.684,,10.376,33.759
EST,2000,,,13.36,37.493
EST,2001,,,13.134,36.137
EST,2002,,,10.026,31.925
EST,2003,,,11.288,39.572
EST,2004,51.525,,10.248,39.972
EST,2005,51.634,,8.033,36.265
EST,2006,52.103,,5.915,35.779
EST,2007,53.492,,4.592,37.983
EST,2008,58.705,,5.455,40.891
EST,2009,57.912,,13.548,39.09
EST,2010,54.196,,16.707,37.811
EST,2011,52.809,,12.328,40.071
EST,2012,53.318,,10.021,40.85
EST,2013,53.989,,8.631,39.835
EST,2014,56.326,,7.352,39.243
EST,2015,58.376,,6.412,40.919
EST,2016,58.142,,6.882,42.428
EST,2017,56.775,,5.807,44.057
EST,2018,57.141,,5.412,46.244
EST,2019,57.675,,4.514,43.452
EST,2020,60.261,,6.956,41.995
EST,2021,56.99,,6.178,40.287
EST,2022,55.607,,5.571,44.75
EST,2023,59.118,,6.378,43.544
EST,2024,58.721,,7.6,43.631
EST,2025,58.755,,8.313,43.831
ETH,2000,,60.772,3.499,75.878
ETH,2001,,57.686,3.16,75.955
ETH,2002,,63.351,3.054,75.934
ETH,2003,,59.513,3.008,75.841
